Num,ID,Name
799,007045,博道沪深300指数增强C
800,001837,前海开源沪港深蓝筹精选混合
801,350005,天治中国制造2025
802,007044,博道沪深300指数增强A
803,001762,广发安宏回报混合C
804,006381,华夏恒生ETF联接C
805,005421,中欧嘉泽灵活配置混合
806,003017,广发中证军工ETF联接A
807,001173,中欧瑾和灵活配置混合A
808,006736,国投瑞银先进制造混合
809,005693,广发中证军工ETF联接C
810,000071,���夏恒生ETF联接A
811,160925,大成中华沪深港300指数
812,673020,西部利得成长精选混合
813,006697,华宝中证银行ETF联接C
814,001261,中融新机遇混合
815,001348,大摩新机遇混合
816,519957,长信睿进混合A
817,007127,博道远航混合C
818,003153,华富天鑫灵活配置混合C
819,007126,博道远航混合A
820,004040,金鹰医疗健康产业A
